Paradigm,Order,Class,Lemma,Stem,Head,Subject,Object,Mode,Negation,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source,Form3Surface,Form3Split,Form3Source
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlProxSubj,3SgObvObj,Neu,Pos,adaawewaad,<<adaawe>>waad,JDN-2010-MS-VTI-p27,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlProxSubj,3SgObvObj,Prt,Neg,adaawesigwaaban,<<adaawe>>sigwaaban,JDN-2010-MS-VTI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlProxSubj,3SgObvObj,Prt,Pos,adaawewaapan,<<adaawe>>waapan,JDN-2010-MS-VTI-p31,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgObvSubj,3SgProxObj,Dub,Neg,adaawesiinigwen,<<adaawe>>siinigwen,JDN-2010-MS-VTI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgObvSubj,3SgProxObj,Dub,Pos,adaawenigwen,<<adaawe>>nigwen,JDN-2010-MS-VTI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgObvSubj,3SgProxObj,DubPrt,Neg,adaawesiinigobanen,<<adaawe>>siinigobanen,JDN-2010-MS-VTI-p40,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgObvSubj,3SgProxObj,DubPrt,Pos,adaawenigobanen,<<adaawe>>nigobanen,JDN-2010-MS-VTI-p39,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgObvSubj,3SgProxObj,Neu,Neg,adaawesinid,<<adaawe>>sinid,GUESS,adaawesinig,<<adaawe>>sinig,JDN-2010-MS-VTI-p28,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgObvSubj,3SgProxObj,Neu,Pos,adaawenid,<<adaawe>>nid,JDN-2010-MS-VTI-p27,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgObvSubj,3SgProxObj,Prt,Neg,adaawesinigoban,<<adaawe>>sinigoban,JDN-2010-MS-VTI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgObvSubj,3SgProxObj,Prt,Pos,adaawenipan,<<adaawe>>nipan,JDN-2010-MS-VTI-p31,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgProxSubj,3SgObvObj,Dub,Neg,adaawesiigwen,<<adaawe>>siigwen,JDN-2010-MS-VTI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgProxSubj,3SgObvObj,Dub,Pos,adaawegwen,<<adaawe>>gwen,JDN-2010-MS-VTI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgProxSubj,3SgObvObj,DubPrt,Neg,adaawesiigobanen,<<adaawe>>siigobanen,JDN-2010-MS-VTI-p40,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgProxSubj,3SgObvObj,DubPrt,Pos,adaawegobanen,<<adaawe>>gobanen,JDN-2010-MS-VTI-p39,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgProxSubj,3SgObvObj,Neu,Neg,adaawesig,<<adaawe>>sig,JDN-2010-MS-VTI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgProxSubj,3SgObvObj,Neu,Pos,adaawed,<<adaawe>>d,JDN-2010-MS-VTI-p27,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgProxSubj,3SgObvObj,Prt,Neg,adaawesigoban,<<adaawe>>sigoban,JDN-2010-MS-VTI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgProxSubj,3SgObvObj,Prt,Pos,adaawepan,<<adaawe>>pan,JDN-2010-MS-VTI-p31,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,3SgProxObj,Dub,Neg,adaawesiiwaangen,<<adaawe>>siiwaangen,JDN-2010-MS-VTI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,3SgProxObj,Dub,Pos,adaawewaangen,<<adaawe>>waangen,JDN-2010-MS-VTI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,3SgProxObj,DubPrt,Neg,adaawesiiwaangibanen,<<adaawe>>siiwaangibanen,JDN-2010-MS-VTI-p40,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,3SgProxObj,DubPrt,Pos,adaawewaangibanen,<<adaawe>>waangibanen,JDN-2010-MS-VTI-p39,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,3SgProxObj,Neu,Neg,adaawesiwaang,<<adaawe>>siwaang,JDN-2010-MS-VTI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,3SgProxObj,Neu,Pos,adaaweyaang,<<adaawe>>yaang,JDN-2010-MS-VTI-p27,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,3SgProxObj,Prt,Neg,adaawesiwaangiban,<<adaawe>>siwaangiban,JDN-2010-MS-VTI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,3SgProxObj,Prt,Pos,adaaweyaangiban,<<adaawe>>yaangiban,JDN-2010-MS-VTI-p31,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,3SgProxObj,Dub,Neg,adaawesiiwangen,<<adaawe>>siiwangen,JDN-2010-MS-VTI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,3SgProxObj,Dub,Pos,adaawewangen,<<adaawe>>wangen,JDN-2010-MS-VTI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,3SgProxObj,DubPrt,Neg,adaawesiiwangibanen,<<adaawe>>siiwangibanen,JDN-2010-MS-VTI-p40,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,3SgProxObj,DubPrt,Pos,adaawewangibanen,<<adaawe>>wangibanen,JDN-2010-MS-VTI-p39,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,3SgProxObj,Neu,Neg,adaawesiwang,<<adaawe>>siwang,JDN-2010-MS-VTI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,3SgProxObj,Neu,Pos,adaaweyang,<<adaawe>>yang,JDN-2010-MS-VTI-p27,adaaweying,<<adaawe>>ying,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,3SgProxObj,Prt,Neg,adaawesiwangiban,<<adaawe>>siwangiban,JDN-2010-MS-VTI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,3SgProxObj,Prt,Pos,adaaweyangoban,<<adaawe>>yangoban,GUESS,adaaweyangiban,<<adaawe>>yangiban,JDN-2010-MS-VTI-p31,adaaweyingoban,<<adaawe>>yingoban,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,3SgProxObj,Dub,Neg,adaawesiiwiingen,<<adaawe>>siiwiingen,JDN-2010-MS-VTI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,3SgProxObj,Dub,Pos,adaawewiingen,<<adaawe>>wiingen,JDN-2010-MS-VTI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,3SgProxObj,DubPrt,Neg,adaawesiiwiingibanen,<<adaawe>>siiwiingibanen,JDN-2010-MS-VTI-p40,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,3SgProxObj,DubPrt,Pos,adaawewiingibanen,<<adaawe>>wiingibanen,JDN-2010-MS-VTI-p39,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,3SgProxObj,Neu,Neg,adaawesing,<<adaawe>>sing,JDN-2010-MS-VTI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,3SgProxObj,Neu,Pos,adaaweng,<<adaawe>>ng,JDN-2010-MS-VTI-p27,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,3SgProxObj,Prt,Neg,adaawesingiban,<<adaawe>>singiban,JDN-2010-MS-VTI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,3SgProxObj,Prt,Pos,adaawengiban,<<adaawe>>ngiban,JDN-2010-MS-VTI-p31,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,1SgSubj,3PlProxObj,Dub,Neg,adaawesiiwaanen,<<adaawe>>siiwaanen,JDN-2010-MS-VTI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,1SgSubj,3PlProxObj,Dub,Pos,adaawewaanen,<<adaawe>>waanen,JDN-2010-MS-VTI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,1SgSubj,3PlProxObj,DubPrt,Neg,adaawesiiwaambaanen,<<adaawe>>siiwaambaanen,JDN-2010-MS-VTI-p40,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,1SgSubj,3PlProxObj,DubPrt,Pos,adaawewaambaanen,<<adaawe>>waambaanen,JDN-2010-MS-VTI-p39,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,1SgSubj,3PlProxObj,Neu,Neg,adaawesiwaan,<<adaawe>>siwaan,JDN-2010-MS-VTI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,1SgSubj,3PlProxObj,Neu,Pos,adaaweyaan,<<adaawe>>yaan,JDN-2010-MS-VTI-p27,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,1SgSubj,3PlProxObj,Prt,Neg,adaawesiwaambaan,<<adaawe>>siwaambaan,JDN-2010-MS-VTI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,1SgSubj,3PlProxObj,Prt,Pos,adaaweyaambaan,<<adaawe>>yaambaan,JDN-2010-MS-VTI-p31,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2PlSubj,3PlProxObj,Dub,Neg,adaawesiiwegwen,<<adaawe>>siiwegwen,JDN-2010-MS-VTI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2PlSubj,3PlProxObj,Dub,Pos,adaawewegwen,<<adaawe>>wegwen,JDN-2010-MS-VTI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2PlSubj,3PlProxObj,DubPrt,Neg,adaawesiiwegobanen,<<adaawe>>siiwegobanen,JDN-2010-MS-VTI-p40,adaawesiiwegibanen,<<adaawe>>siiwegibanen,JDN-2010-MS-VTI-p40,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2PlSubj,3PlProxObj,DubPrt,Pos,adaawewegobanen,<<adaawe>>wegobanen,JDN-2010-MS-VTI-p39,adaawewegibanen,<<adaawe>>wegibanen,JDN-2010-MS-VTI-p39,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2PlSubj,3PlProxObj,Neu,Neg,adaawesiweg,<<adaawe>>siweg,JDN-2010-MS-VTI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2PlSubj,3PlProxObj,Neu,Pos,adaaweyeg,<<adaawe>>yeg,JDN-2010-MS-VTI-p27,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2PlSubj,3PlProxObj,Prt,Neg,adaawesiwegoban,<<adaawe>>siwegoban,JDN-2010-MS-VTI-p32,adaawesiwegiban,<<adaawe>>siwegiban,JDN-2010-MS-VTI-p32,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2PlSubj,3PlProxObj,Prt,Pos,adaaweyegoban,<<adaawe>>yegoban,JDN-2010-MS-VTI-p31,adaaweyegiban,<<adaawe>>yegiban,JDN-2010-MS-VTI-p31,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2SgSubj,3PlProxObj,Dub,Neg,adaawesiiwanen,<<adaawe>>siiwanen,JDN-2010-MS-VTI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2SgSubj,3PlProxObj,Dub,Pos,adaawewanen,<<adaawe>>wanen,JDN-2010-MS-VTI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2SgSubj,3PlProxObj,DubPrt,Neg,adaawesiiwambanen,<<adaawe>>siiwambanen,JDN-2010-MS-VTI-p40,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2SgSubj,3PlProxObj,DubPrt,Pos,adaawewambanen,<<adaawe>>wambanen,JDN-2010-MS-VTI-p39,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2SgSubj,3PlProxObj,Neu,Neg,adaawesiwan,<<adaawe>>siwan,JDN-2010-MS-VTI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2SgSubj,3PlProxObj,Neu,Pos,adaaweyan,<<adaawe>>yan,JDN-2010-MS-VTI-p27,adaaweyin,<<adaawe>>yin,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2SgSubj,3PlProxObj,Prt,Neg,adaawesiwamban,<<adaawe>>siwamban,JDN-2010-MS-VTI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2SgSubj,3PlProxObj,Prt,Pos,adaaweyamban,<<adaawe>>yamban,JDN-2010-MS-VTI-p31,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlObvSubj,3PlProxObj,Dub,Neg,adaawesiinigwen,<<adaawe>>siinigwen,JDN-2010-MS-VTI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlObvSubj,3PlProxObj,Dub,Pos,adaawenigwen,<<adaawe>>nigwen,JDN-2010-MS-VTI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlObvSubj,3PlProxObj,DubPrt,Neg,adaawesiinigobanen,<<adaawe>>siinigobanen,JDN-2010-MS-VTI-p40,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlObvSubj,3PlProxObj,DubPrt,Pos,adaawenigobanen,<<adaawe>>nigobanen,JDN-2010-MS-VTI-p39,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlObvSubj,3PlProxObj,Neu,Neg,adaawesinid,<<adaawe>>sinid,GUESS,adaawesinig,<<adaawe>>sinig,JDN-2010-MS-VTI-p28,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlObvSubj,3PlProxObj,Neu,Pos,adaawenid,<<adaawe>>nid,JDN-2010-MS-VTI-p27,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlObvSubj,3PlProxObj,Prt,Neg,adaawesinigoban,<<adaawe>>sinigoban,JDN-2010-MS-VTI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlObvSubj,3PlProxObj,Prt,Pos,adaawenipan,<<adaawe>>nipan,JDN-2010-MS-VTI-p31,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlProxSubj,3PlObvObj,Dub,Neg,adaawesiiwaagwen,<<adaawe>>siiwaagwen,JDN-2010-MS-VTI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlProxSubj,3PlObvObj,Dub,Pos,adaawewaagwen,<<adaawe>>waagwen,JDN-2010-MS-VTI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlProxSubj,3PlObvObj,DubPrt,Neg,adaawesiiwaagobanen,<<adaawe>>siiwaagobanen,JDN-2010-MS-VTI-p40,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlProxSubj,3PlObvObj,DubPrt,Pos,adaawewaagobanen,<<adaawe>>waagobanen,JDN-2010-MS-VTI-p39,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlProxSubj,3PlObvObj,Neu,Neg,adaawesigwaa,<<adaawe>>sigwaa,JDN-2010-MS-VTI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlProxSubj,3PlObvObj,Neu,Pos,adaawewaad,<<adaawe>>waad,JDN-2010-MS-VTI-p27,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlProxSubj,3PlObvObj,Prt,Neg,adaawesigwaaban,<<adaawe>>sigwaaban,JDN-2010-MS-VTI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlProxSubj,3PlObvObj,Prt,Pos,adaawewaapan,<<adaawe>>waapan,JDN-2010-MS-VTI-p31,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgObvSubj,3PlProxObj,Dub,Neg,adaawesiinigwen,<<adaawe>>siinigwen,JDN-2010-MS-VTI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgObvSubj,3PlProxObj,Dub,Pos,adaawenigwen,<<adaawe>>nigwen,JDN-2010-MS-VTI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgObvSubj,3PlProxObj,DubPrt,Neg,adaawesiinigobanen,<<adaawe>>siinigobanen,JDN-2010-MS-VTI-p40,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgObvSubj,3PlProxObj,DubPrt,Pos,adaawenigobanen,<<adaawe>>nigobanen,JDN-2010-MS-VTI-p39,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgObvSubj,3PlProxObj,Neu,Neg,adaawesinid,<<adaawe>>sinid,GUESS,adaawesinig,<<adaawe>>sinig,JDN-2010-MS-VTI-p28,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgObvSubj,3PlProxObj,Neu,Pos,adaawenid,<<adaawe>>nid,JDN-2010-MS-VTI-p27,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgObvSubj,3PlProxObj,Prt,Neg,adaawesinigoban,<<adaawe>>sinigoban,JDN-2010-MS-VTI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgObvSubj,3PlProxObj,Prt,Pos,adaawenipan,<<adaawe>>nipan,JDN-2010-MS-VTI-p31,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgProxSubj,3PlObvObj,Dub,Neg,adaawesiigwen,<<adaawe>>siigwen,JDN-2010-MS-VTI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgProxSubj,3PlObvObj,Dub,Pos,adaawegwen,<<adaawe>>gwen,JDN-2010-MS-VTI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgProxSubj,3PlObvObj,DubPrt,Neg,adaawesiigobanen,<<adaawe>>siigobanen,JDN-2010-MS-VTI-p40,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgProxSubj,3PlObvObj,DubPrt,Pos,adaawegobanen,<<adaawe>>gobanen,JDN-2010-MS-VTI-p39,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgProxSubj,3PlObvObj,Neu,Neg,adaawesig,<<adaawe>>sig,JDN-2010-MS-VTI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgProxSubj,3PlObvObj,Neu,Pos,adaawed,<<adaawe>>d,JDN-2010-MS-VTI-p27,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgProxSubj,3PlObvObj,Prt,Neg,adaawesigoban,<<adaawe>>sigoban,JDN-2010-MS-VTI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgProxSubj,3PlObvObj,Prt,Pos,adaawepan,<<adaawe>>pan,JDN-2010-MS-VTI-p31,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,3PlProxObj,Dub,Neg,adaawesiiwaangen,<<adaawe>>siiwaangen,JDN-2010-MS-VTI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,3PlProxObj,Dub,Pos,adaawewaangen,<<adaawe>>waangen,JDN-2010-MS-VTI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,3PlProxObj,DubPrt,Neg,adaawesiiwaangibanen,<<adaawe>>siiwaangibanen,JDN-2010-MS-VTI-p40,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,3PlProxObj,DubPrt,Pos,adaawewaangibanen,<<adaawe>>waangibanen,JDN-2010-MS-VTI-p39,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,3PlProxObj,Neu,Neg,adaawesiwaang,<<adaawe>>siwaang,JDN-2010-MS-VTI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,3PlProxObj,Neu,Pos,adaaweyaang,<<adaawe>>yaang,JDN-2010-MS-VTI-p27,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,3PlProxObj,Prt,Neg,adaawesiwaangiban,<<adaawe>>siwaangiban,JDN-2010-MS-VTI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,3PlProxObj,Prt,Pos,adaaweyaangiban,<<adaawe>>yaangiban,JDN-2010-MS-VTI-p31,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,3PlProxObj,Dub,Neg,adaawesiiwangen,<<adaawe>>siiwangen,JDN-2010-MS-VTI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,3PlProxObj,Dub,Pos,adaawewangen,<<adaawe>>wangen,JDN-2010-MS-VTI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,3PlProxObj,DubPrt,Neg,adaawesiiwangibanen,<<adaawe>>siiwangibanen,JDN-2010-MS-VTI-p40,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,3PlProxObj,DubPrt,Pos,adaawewangibanen,<<adaawe>>wangibanen,JDN-2010-MS-VTI-p39,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,3PlProxObj,Neu,Neg,adaawesiwang,<<adaawe>>siwang,JDN-2010-MS-VTI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,3PlProxObj,Neu,Pos,adaaweyang,<<adaawe>>yang,JDN-2010-MS-VTI-p27,adaaweying,<<adaawe>>ying,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,3PlProxObj,Prt,Neg,adaawesiwangiban,<<adaawe>>siwangiban,JDN-2010-MS-VTI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,3PlProxObj,Prt,Pos,adaaweyangoban,<<adaawe>>yangoban,GUESS,adaaweyangiban,<<adaawe>>yangiban,JDN-2010-MS-VTI-p31,adaaweyingoban,<<adaawe>>yingoban,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,3PlProxObj,Dub,Neg,adaawesiiwiingen,<<adaawe>>siiwiingen,JDN-2010-MS-VTI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,3PlProxObj,Dub,Pos,adaawewiingen,<<adaawe>>wiingen,JDN-2010-MS-VTI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,3PlProxObj,DubPrt,Neg,adaawesiiwiingibanen,<<adaawe>>siiwiingibanen,JDN-2010-MS-VTI-p40,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,3PlProxObj,DubPrt,Pos,adaawewiingibanen,<<adaawe>>wiingibanen,JDN-2010-MS-VTI-p39,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,3PlProxObj,Neu,Neg,adaawesing,<<adaawe>>sing,JDN-2010-MS-VTI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,3PlProxObj,Neu,Pos,adaaweng,<<adaawe>>ng,JDN-2010-MS-VTI-p27,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,3PlProxObj,Prt,Neg,adaawesingiban,<<adaawe>>singiban,JDN-2010-MS-VTI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,3PlProxObj,Prt,Pos,adaawengiban,<<adaawe>>ngiban,JDN-2010-MS-VTI-p31,,,,,,
